Date,Open,High,Low,Close,Volume,Adj Close
2015-06-30,19.0,19.0,19.0,19.0,0,19.0
2015-07-01,29.9,31.9,27.82,28.5,10512900,28.5
2015-07-02,28.09,29.25,26.16,28.0,1199200,28.0
2015-07-06,26.110001,27.809998999999998,26.01,26.690001000000002,512800,26.690001000000002
2015-07-07,26.93,27.85,25.66,27.01,700700,27.01
2015-07-08,26.799999,27.25,26.0,26.25,403900,26.25
2015-07-09,26.610001,27.08,26.5,26.66,334000,26.66
2015-07-10,27.1,31.0,26.700001,29.280001000000002,1234600,29.280001000000002
2015-07-13,30.059998999999998,32.450001,29.690001000000002,30.959999,680800,30.959999
2015-07-14,31.33,32.5,30.969998999999998,31.959999,512500,31.959999
2015-07-15,32.0,32.200001,30.440001000000002,30.690001000000002,303000,30.690001000000002
2015-07-16,31.059998999999998,31.42,30.200001,30.950001,368200,30.950001
2015-07-17,31.209999,31.68,30.49,30.6,200000,30.6
2015-07-20,30.629998999999998,31.0,29.879998999999998,29.889999,218800,29.889999
2015-07-21,29.57,30.700001,29.57,30.5,286000,30.5
2015-07-22,30.200001,31.09,30.129998999999998,31.09,404200,31.09
2015-07-23,30.799999,31.0,30.27,30.540001,373900,30.540001
2015-07-24,30.719998999999998,32.240002000000004,30.4,32.150002,529300,32.150002
2015-07-27,32.639998999999996,32.900002,30.5,31.309998999999998,385500,31.309998999999998
2015-07-28,31.15,31.17,29.75,30.83,251600,30.83
2015-07-29,30.6,31.700001,30.51,31.57,165900,31.57
2015-07-30,31.370001000000002,31.700001,30.65,30.91,287400,30.91
2015-07-31,31.059998999999998,31.790001,30.91,31.57,143300,31.57
2015-08-03,31.74,34.0,31.51,33.200001,458500,33.200001
2015-08-04,33.150002,35.32,33.050999,34.82,263700,34.82
2015-08-05,35.200001,35.419998,32.509997999999996,33.060001,318200,33.060001
2015-08-06,33.599998,33.599998,30.08,32.07,554300,32.07
2015-08-07,32.0,32.294998,30.771998999999997,30.83,209200,30.83
2015-08-10,30.85,30.889999,30.0,30.469998999999998,209600,30.469998999999998
2015-08-11,30.1,30.6,28.25,28.76,436200,28.76
2015-08-12,28.809998999999998,29.379998999999998,28.17,28.51,251600,28.51
2015-08-13,28.25,31.0,28.25,29.790001,688900,29.790001
2015-08-14,30.1,30.969998999999998,27.870001000000002,28.52,523900,28.52
2015-08-17,28.139999,29.5,27.15,29.23,473000,29.23
2015-08-18,29.200001,29.24,28.09,28.299999,378100,28.299999
2015-08-19,28.17,28.34,26.190001000000002,26.85,772500,26.85
2015-08-20,26.4,27.309998999999998,24.559998999999998,26.5,563900,26.5
2015-08-21,26.76,26.76,24.67,25.639999,662300,25.639999
2015-08-24,23.940001000000002,25.030001000000002,21.811001,23.879998999999998,961400,23.879998999999998
2015-08-25,24.110001,25.040001,22.5,23.200001,1178100,23.200001
2015-08-26,24.719998999999998,25.629998999999998,22.75,25.280001000000002,1479900,25.280001000000002
2015-08-27,27.66,28.5,25.74,26.129998999999998,1596800,26.129998999999998
2015-08-28,26.280001000000002,27.790001,25.91,27.719998999999998,662400,27.719998999999998
2015-08-31,28.049999,28.049999,25.719998999999998,25.74,564000,25.74
2015-09-01,25.15,25.299999,22.690001000000002,22.85,1686700,22.85
2015-09-02,22.959999,23.02,20.26,22.15,3360800,22.15
2015-09-03,22.35,23.4,21.559998999999998,22.41,2480200,22.41
2015-09-04,21.629998999999998,22.24,20.08,20.82,1714200,20.82
2015-09-08,22.0,22.0,20.25,20.530001000000002,1089100,20.530001000000002
2015-09-09,20.780001000000002,22.91,20.634001,22.559998999999998,1114800,22.559998999999998
2015-09-10,22.07,23.385,21.1,22.98,614500,22.98
2015-09-11,23.280001000000002,23.77,21.6,23.5,594000,23.5
2015-09-14,24.23,24.75,22.5,23.07,665900,23.07
2015-09-15,23.559998999999998,23.940001000000002,22.535,22.99,524100,22.99
2015-09-16,22.690001000000002,22.92,21.719998999999998,22.059998999999998,670100,22.059998999999998
2015-09-17,22.290001,23.0,21.77,22.15,324600,22.15
2015-09-18,21.82,22.290001,21.1,21.959999,912100,21.959999
2015-09-21,22.299999,23.190001000000002,22.148001,22.24,494900,22.24
2015-09-22,22.049999,24.5,21.73,24.5,496900,24.5
2015-09-23,23.469998999999998,24.549999,22.290001,24.459999,701800,24.459999
2015-09-24,24.379998999999998,24.690001000000002,23.84,24.33,310800,24.33
2015-09-25,24.209999,24.5,21.889999,22.35,852200,22.35
2015-09-28,22.32,22.389999,19.450001,20.629998999999998,711300,20.629998999999998
2015-09-29,21.129998999999998,23.25,20.549999,21.0,938800,21.0
2015-09-30,21.41,22.809998999999998,21.030001000000002,22.290001,3006400,22.290001
2015-10-01,22.84,23.0,22.105,22.809998999999998,914200,22.809998999999998
2015-10-02,22.09,22.24,17.370001000000002,18.24,3063400,18.24
2015-10-05,18.639999,18.65,15.63,17.49,2134300,17.49
2015-10-06,17.49,17.49,16.120001000000002,16.639999,1389500,16.639999
2015-10-07,16.77,16.91,15.62,16.23,578100,16.23
2015-10-08,16.049999,16.85,15.95,16.799999,367200,16.799999
2015-10-09,16.57,17.415001,16.48,17.25,557200,17.25
2015-10-12,16.91,18.370001000000002,16.85,18.030001000000002,468200,18.030001000000002
2015-10-13,17.59,18.299999,17.51,18.0,283700,18.0
2015-10-14,17.92,18.549999,17.92,18.08,308600,18.08
2015-10-15,17.65,18.459999,17.65,18.120001000000002,218300,18.120001000000002
2015-10-16,18.25,18.299999,17.99,18.0,162100,18.0
2015-10-19,17.9,18.365,17.9,18.209999,229000,18.209999
2015-10-20,18.120001000000002,18.98,17.51,17.84,395700,17.84
2015-10-21,18.110001,18.85,17.799999,18.59,331200,18.59
2015-10-22,18.68,18.719998999999998,16.620001000000002,17.27,563500,17.27
2015-10-23,17.09,18.450001,17.09,18.200001,160600,18.200001
2015-10-26,18.309998999999998,18.75,18.0,18.42,180500,18.42
2015-10-27,18.18,18.98,18.034000000000002,18.940001000000002,209600,18.940001000000002
2015-10-28,18.969998999999998,20.370001000000002,18.84,20.07,272300,20.07
2015-10-29,19.9,20.530001000000002,19.540001,19.67,192400,19.67
2015-10-30,19.49,19.9,18.700001,19.67,240000,19.67
2015-11-02,19.77,19.85,19.299999,19.59,317500,19.59
2015-11-03,19.879998999999998,20.58,17.370001000000002,17.59,1913500,17.59
2015-11-04,17.639999,17.898001,17.08,17.190001000000002,440400,17.190001000000002
2015-11-05,17.450001,17.450001,15.65,16.0,470100,16.0
2015-11-06,15.93,15.992,15.32,15.61,295000,15.61
2015-11-09,15.81,16.9,15.43,16.200001,410500,16.200001
